,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100,V101,V102,V103,V104,V105,V106,V107,V108,V109,V110,V111,V112,V113,V114,V115,V116,V117,V118,V119,V120,V121,V122,V123,V124,V125,V126,V127,V128,V129,V130,V131,V132,V133,V134,V135,V136,V137,V138,V139,V140,V141,V142,V143,V144,V145,V146,V147,V148,V149,V150,V151,V152,V153,V154,V155,V156,V157,V158,V159,V160,V161,V162,V163,V164,V165,V166,V167,V168,V169,V170,V171,V172,V173,V174,V175,V176,V177,V178,V179,V180,V181,V182,V183,V184
chromosomes,uce-1038,uce-1088,uce-1107,uce-1135,uce-1172,uce-1183,uce-1201,uce-1241,uce-1242,uce-1246,uce-1257,uce-1290,uce-1291,uce-1295,uce-1318,uce-1336,uce-1490,uce-15,uce-1588,uce-166,uce-1698,uce-171,uce-1742,uce-1743,uce-1757,uce-1774,uce-1775,uce-1796,uce-1810,uce-1875,uce-1919,uce-192,uce-1925,uce-1963,uce-1975,uce-1996,uce-2007,uce-2010,uce-2023,uce-2103,uce-211,uce-2138,uce-220,uce-2210,uce-2261,uce-230,uce-2386,uce-2456,uce-2457,uce-2485,uce-249,uce-2514,uce-2576,uce-2599,uce-261,uce-268,uce-2704,uce-2817,uce-299,uce-2998,uce-3028,uce-3032,uce-3082,uce-320,uce-3248,uce-3309,uce-3323,uce-3338,uce-334,uce-3384,uce-3436,uce-3462,uce-3472,uce-353,uce-353,uce-353,uce-3564,uce-3648,uce-3746,uce-3851,uce-3874,uce-3905,uce-3946,uce-3988,uce-4010,uce-4096,uce-4099,uce-412,uce-4174,uce-418,uce-4211,uce-436,uce-4386,uce-4416,uce-442,uce-4423,uce-4453,uce-4559,uce-4593,uce-4607,uce-463,uce-4688,uce-4778,uce-4827,uce-4830,uce-4891,uce-4933,uce-5029,uce-5038,uce-5208,uce-5313,uce-5314,uce-5395,uce-5542,uce-5573,uce-5578,uce-575,uce-5797,uce-5803,uce-5889,uce-5953,uce-6140,uce-6258,uce-6261,uce-6264,uce-6278,uce-641,uce-6449,uce-6595,uce-66,uce-6627,uce-6657,uce-6676,uce-6718,uce-6732,uce-6806,uce-6887,uce-6892,uce-6944,uce-6948,uce-697,uce-6988,uce-6990,uce-7062,uce-7063,uce-708,uce-7122,uce-7147,uce-7170,uce-718,uce-7210,uce-7212,uce-7215,uce-7240,uce-7269,uce-7283,uce-7286,uce-7325,uce-7415,uce-744,uce-7532,uce-7615,uce-7622,uce-7627,uce-7669,uce-786,uce-7872,uce-7941,uce-7947,uce-7969,uce-8005,uce-814,uce-837,uce-845,uce-884,uce-899,uce-906,uce-915,uce-917,uce-934,uce-950,uce-958,uce-99,uce-997
Mus_musculus_2,0.247159021,0.328809774,0.312522872,0.248386244,0.407137812,0.247227239,0.242519814,0.24536943,0.241361084,0.354529713,0.312543136,0.353362345,0.250209897,0.25091769,0.355869412,0.245363664,0.414050909,0.397553147,0.316400257,0.401409574,0.247508216,0.247112276,0.247914026,0.310758575,0.351630926,0.24981426,0.35298652,0.351046409,0.240293427,0.309801066,0.244916618,0.258721486,0.406919854,0.407363869,0.350985814,0.243155494,0.258452299,0.241640548,0.406553575,0.408690837,0.355670232,0.399102029,0.310009225,0.242993083,0.407318908,0.24142187,0.339070349,0.247090456,0.243882253,0.385736037,0.247301377,0.40980071,0.24912734,0.338895735,0.410872103,0.246981909,0.252862687,0.355919138,0.260476375,0.354965849,0.416803323,0.24191845,0.412472014,0.400364739,0.251295072,0.247326812,0.409807576,0.256895209,0.35213872,0.24785263,0.24373402,0.251583977,0.415007075,0.35037736,0.35037703,0.350377195,0.240897235,0.243185452,0.34451838,0.247633109,0.317728836,0.242624444,0.397032408,0.310768148,0.351617375,0.338941494,0.356019911,0.24157457,0.351026019,0.245435167,0.247242754,0.245316582,0.414146175,0.348854475,0.317840866,0.310023569,0.328814428,0.244959109,0.247463293,0.244646342,0.312755086,0.242708536,0.30935107,0.413442155,0.3388172,0.251343736,0.249507908,0.352584122,0.242165904,0.402289401,0.401698133,0.338956327,0.24691007,0.406864527,0.405230586,0.244041137,0.272015418,0.316701833,0.244611405,0.353206668,0.407422712,0.354461181,0.409781244,0.338294299,0.24695414,0.241405265,0.315852365,0.240307815,0.24965236,0.243140557,0.243125668,0.244634023,0.252054803,0.312768137,0.252186805,0.386544262,0.244036015,0.247437968,0.351722654,0.881678089,0.308904155,0.222929918,0.248944226,0.240474044,0.351087101,0.247491666,0.310656041,0.405298281,0.315995728,0.338334408,0.262574452,0.352167995,0.249247304,0.243203928,0.434736929,0.407850943,0.240693235,0.247181595,0.242805457,0.250314488,0.259918723,0.253317013,0.251128474,0.260093145,0.240301999,0.257810452,0.251406898,0.241203587,0.434676827,0.308754041,0.40659747,0.247515143,0.397289732,0.253157281,0.436197934,0.398294513,0.247188962,0.259435039,0.351767308,0.243655475,0.350521785,0.408908338,0.310358586,0.40738147
Mus_pahari_3,0.195190964,0.282826391,0.26516667,0.196576713,0.366884509,0.195266801,0.190259136,0.193217649,0.189019626,0.309964583,0.265186202,0.308718354,0.198567385,0.199351513,0.311292163,0.193211246,0.374439,0.356343101,0.269161837,0.360613281,0.195574633,0.195138771,0.196045288,0.263515942,0.306976254,0.198131956,0.308314927,0.306351068,0.187869759,0.259935661,0.192749961,0.207605182,0.366638666,0.367143273,0.306286178,0.190913504,0.207346204,0.189327856,0.366190772,0.368482379,0.311063141,0.358062513,0.262747203,0.190765162,0.367094315,0.189087245,0.293976888,0.19511322,0.191713527,0.343123511,0.195346921,0.369738862,0.197363973,0.293784621,0.370920153,0.194992581,0.201462917,0.311347462,0.209426287,0.310387127,0.377468495,0.189630404,0.372713252,0.359454251,0.199747927,0.195375019,0.369746477,0.205671936,0.307493569,0.195971729,0.191540548,0.200022288,0.375453557,0.30559101,0.305590645,0.305590827,0.188499995,0.190950472,0.299786782,0.195717613,0.270572522,0.190362248,0.355750259,0.263526415,0.306960877,0.293835407,0.311454851,0.189256227,0.30632877,0.193283215,0.195282129,0.19315927,0.374536325,0.304194076,0.27068205,0.262762897,0.282831435,0.192794819,0.195524457,0.192524132,0.265335847,0.190444275,0.259403821,0.373742516,0.293685262,0.199802057,0.197788064,0.307938612,0.189895955,0.361577114,0.36091864,0.293853007,0.194911626,0.366578315,0.364716167,0.191872627,0.221096476,0.269494593,0.192485415,0.308554818,0.367209478,0.309848744,0.369717326,0.293096977,0.194961735,0.189068913,0.268648122,0.187885824,0.197946178,0.190896622,0.190880124,0.192510388,0.200513748,0.265350127,0.200621612,0.344015095,0.1918669,0.195496134,0.307081047,0.077129823,0.258977786,0.169540092,0.197151754,0.188063543,0.306396078,0.195555911,0.263404435,0.364801099,0.26880177,0.293141774,0.211305476,0.307524969,0.197493532,0.190970278,0.396484862,0.367703899,0.188287167,0.195215997,0.190551987,0.198684674,0.20878135,0.201941284,0.199574096,0.20901842,0.187879397,0.206666797,0.199861329,0.188842529,0.396423159,0.258821592,0.366238852,0.195582181,0.356050573,0.201778991,0.398027311,0.357211327,0.195224216,0.208256346,0.307129554,0.191438849,0.305748685,0.368719004,0.263071704,0.367163761
Mus_spretus_2,0.238587124,0.322077528,0.305430041,0.239859491,0.403948779,0.23865377,0.233874285,0.23669056,0.232654452,0.348899778,0.305449826,0.347668731,0.241845483,0.242617828,0.350081781,0.236684828,0.411016128,0.393709103,0.309442126,0.397989572,0.238940632,0.238540738,0.239361837,0.303639142,0.34597848,0.24140923,0.347284815,0.345381311,0.23156249,0.302723543,0.236233051,0.250562852,0.403717569,0.404174334,0.345315004,0.234458518,0.250331395,0.232941024,0.403333193,0.40546933,0.349865673,0.395475711,0.302929811,0.234324749,0.404129502,0.232719971,0.333029149,0.238519269,0.235176426,0.38143158,0.238735191,0.406620964,0.240605449,0.332858497,0.40772939,0.238407506,0.244671259,0.35013129,0.25226185,0.349273706,0.413890943,0.23325475,0.409395646,0.396812378,0.243017771,0.238760675,0.406627845,0.248723488,0.346511064,0.239300765,0.235014585,0.243334253,0.411974239,0.344652539,0.344652211,0.344652375,0.232194886,0.234488209,0.338742316,0.239078881,0.310804895,0.233977378,0.393192272,0.303648659,0.345964925,0.332903788,0.350241215,0.232875713,0.345361389,0.23675573,0.238668025,0.236638189,0.411108932,0.343176142,0.310913835,0.302943994,0.322082199,0.236281023,0.238896008,0.235975371,0.305632409,0.234044593,0.302204475,0.410375899,0.332780905,0.243079538,0.241085237,0.346936219,0.233540151,0.398924201,0.398301898,0.332918426,0.238335855,0.403661332,0.401901775,0.235342051,0.264182938,0.309732445,0.235940467,0.347509752,0.404233503,0.348831896,0.406601442,0.332210567,0.238379806,0.232698206,0.308927526,0.231576794,0.241247264,0.234443721,0.234428848,0.235963047,0.243846085,0.305645449,0.243964499,0.38224006,0.23533692,0.23887083,0.346068488,0.698216823,0.301749432,0.213487595,0.240423369,0.231745707,0.345421914,0.238924211,0.303537263,0.40196957,0.30903663,0.332250087,0.254418068,0.346557975,0.240733682,0.234506555,0.432520872,0.404710759,0.232000756,0.238609348,0.234154512,0.241992614,0.251714195,0.245156726,0.242834554,0.251878727,0.231571012,0.249700334,0.243148848,0.232494581,0.432464689,0.30159321,0.403376761,0.238947492,0.393452868,0.245002456,0.434038278,0.394514936,0.238616662,0.251213194,0.346116487,0.234929275,0.344827595,0.405677928,0.303243279,0.4041921
Neomonachus_schauinslandi_3,0.564555046,0.633044379,0.618505216,0.565781861,0.708018652,0.564615843,0.560251922,0.562644433,0.559156259,0.655553006,0.618519555,0.654678472,0.567337761,0.568026589,0.65673134,0.562638988,0.714820055,0.698000823,0.621566898,0.701771457,0.564875704,0.564509334,0.565302027,0.617583902,0.653341824,0.56695308,0.654305018,0.652772366,0.558189269,0.616779536,0.562234357,0.57436119,0.707828238,0.70822802,0.652711418,0.560762097,0.574069011,0.559441349,0.707512683,0.709424146,0.656495514,0.69968705,0.616940801,0.560620211,0.708189999,0.559212871,0.64253072,0.564490463,0.561423058,0.685206962,0.564682827,0.710528946,0.566383761,0.642344771,0.711589466,0.564357958,0.569672373,0.656777306,0.575869578,0.6558343,0.717704187,0.559681815,0.713283456,0.700771502,0.568367405,0.564707843,0.710535735,0.572668682,0.653723088,0.565240841,0.561285688,0.56863396,0.71582866,0.652122663,0.652122352,0.652122508,0.558716459,0.560794311,0.647224178,0.564994753,0.622717766,0.56035183,0.697397833,0.617592961,0.65332804,0.64239667,0.656861387,0.559378954,0.652754656,0.562755817,0.564628818,0.562588618,0.714894138,0.651070628,0.622852092,0.616954242,0.633049067,0.562271673,0.564831584,0.562030056,0.618634574,0.560421655,0.616461838,0.714153385,0.642243313,0.568410342,0.566690174,0.653984308,0.559923677,0.702974869,0.702203266,0.64241566,0.564287515,0.707779166,0.706160695,0.561533565,0.586283425,0.621785324,0.56199556,0.654536399,0.708284524,0.655465824,0.710510418,0.641697346,0.564331516,0.559196516,0.621107691,0.558202518,0.566807418,0.560748438,0.560736003,0.562017698,0.569015525,0.618646947,0.569113374,0.686125596,0.56152852,0.564806812,0.653428659,0.615407708,0.616114546,0.54438826,0.566211564,0.558371132,0.652810745,0.564859566,0.617483475,0.706230381,0.62124629,0.64173824,0.577145523,0.653746247,0.566505973,0.560810589,0.735518376,0.708720767,0.558592852,0.564574835,0.560496719,0.567425975,0.575442359,0.569938908,0.568239903,0.57555659,0.558197187,0.573628018,0.568464243,0.558987091,0.735468012,0.61598593,0.707555755,0.564882607,0.697757779,0.569851571,0.736955892,0.698850097,0.564581674,0.575036795,0.653470404,0.561211667,0.652266333,0.709593641,0.617208887,0.708244915
Ochotona_princeps_7,0.278390358,0.388529267,0.364558992,0.280543408,0.514797546,0.278496457,0.270763178,0.275234133,0.268789801,0.427608191,0.364582029,0.425819309,0.283244362,0.284389404,0.429036208,0.275225212,0.526325643,0.497471508,0.369758622,0.503955977,0.278924171,0.278316109,0.279597426,0.362924066,0.423570585,0.282593038,0.425136034,0.422615462,0.267243875,0.361645368,0.274388445,0.293884353,0.514486871,0.515412443,0.422539443,0.271660103,0.293536084,0.269253706,0.513883717,0.517528389,0.428690912,0.500659481,0.361848404,0.271448886,0.515235026,0.268884123,0.405521465,0.27828567,0.272814658,0.475847328,0.278607835,0.519337943,0.281661502,0.405196555,0.521055828,0.278084904,0.286737688,0.4291093,0.296136794,0.428106809,0.531469776,0.269667582,0.523597537,0.502392014,0.284951636,0.278647161,0.519348892,0.291523094,0.424342133,0.279504574,0.272597713,0.285290646,0.528056825,0.421166857,0.421166351,0.421166604,0.267974619,0.271718876,0.412939227,0.279060614,0.371386382,0.27094133,0.49667677,0.362938225,0.423550301,0.405312935,0.429233418,0.269153572,0.422587575,0.275384752,0.278518252,0.275140791,0.526504081,0.418821337,0.371570447,0.361869967,0.388536583,0.274487431,0.278853503,0.274031948,0.364750576,0.271050605,0.361196373,0.525359512,0.405045006,0.28502287,0.282157974,0.424749504,0.270189567,0.505912644,0.504506187,0.405342165,0.277969005,0.514414294,0.511428955,0.273026247,0.311738611,0.369970099,0.273975008,0.425543786,0.515498781,0.427335143,0.519307784,0.404071374,0.278042537,0.268857858,0.369078869,0.267265865,0.28236408,0.27163791,0.271617398,0.274011318,0.2856697,0.364770682,0.285780774,0.477727119,0.273017427,0.278815504,0.423713939,0.885033411,0.36070992,0.244464219,0.281337115,0.267492914,0.422676398,0.278898165,0.36274485,0.511664249,0.369299192,0.404133467,0.298202678,0.424382717,0.281822225,0.27174509,0.562745337,0.516371283,0.267772137,0.278424851,0.271169029,0.283485738,0.295312083,0.287197242,0.284699362,0.29558737,0.267256927,0.292873499,0.285111236,0.268491392,0.562633891,0.360530248,0.513950524,0.278934655,0.4970565,0.287069323,0.565518648,0.499204641,0.278435825,0.294713567,0.423821711,0.272489959,0.42152556,0.517819237,0.362255238,0.515440312
Oryctolagus_cuniculus_7,0.477242785,0.565541722,0.546900008,0.478640078,0.662771555,0.477315204,0.47177563,0.474902398,0.470435763,0.596327919,0.546915979,0.595018637,0.480635346,0.481416757,0.597569371,0.474896433,0.67117526,0.65018743,0.550858013,0.654849655,0.477606491,0.477193253,0.47807085,0.545609668,0.592992019,0.480221244,0.594446444,0.592330238,0.469322923,0.544443628,0.474364336,0.489197643,0.662494605,0.663021785,0.592276276,0.472422654,0.488829959,0.47076577,0.662125205,0.664400336,0.597251882,0.652232017,0.54462418,0.472278421,0.662978914,0.470500541,0.578884533,0.477172658,0.473257132,0.634126534,0.477391601,0.665794842,0.479481184,0.578656643,0.667099749,0.47702869,0.483386847,0.597622957,0.490869065,0.596725007,0.674847546,0.471061887,0.669247218,0.653570807,0.481901965,0.477418518,0.66580246,0.487387608,0.593490676,0.477990803,0.473086305,0.482187281,0.672555113,0.591460748,0.591460402,0.591460575,0.469872011,0.472463135,0.585089688,0.477736883,0.55227103,0.471903425,0.649615456,0.545619231,0.592977648,0.578725147,0.597722131,0.470686902,0.592310691,0.47502926,0.477329736,0.474841724,0.671297234,0.589728687,0.552469159,0.544638919,0.565546777,0.474434543,0.477558271,0.474085865,0.547067271,0.471995327,0.544037437,0.670334938,0.578541048,0.481948445,0.479892067,0.593990053,0.471362438,0.656297579,0.655266393,0.57874345,0.47695037,0.662454296,0.660475973,0.473388134,0.503372314,0.551121595,0.474047969,0.594824376,0.663089033,0.596175033,0.665774161,0.577720699,0.477000778,0.470482399,0.550276712,0.469337824,0.48002471,0.472407344,0.472393365,0.474072438,0.482616352,0.547081129,0.482721243,0.635401116,0.473382359,0.477532,0.593086414,0.633374037,0.543456038,0.450671709,0.479218857,0.469506641,0.59237194,0.477588683,0.545479155,0.66064737,0.550449214,0.577764974,0.492336974,0.593519372,0.479617926,0.472480816,0.69860532,0.663625057,0.46972004,0.477266242,0.472083792,0.480716199,0.490358818,0.483929083,0.481698774,0.490466743,0.469331801,0.488444225,0.482035655,0.470229182,0.698519745,0.54324268,0.662173833,0.477613596,0.649916024,0.483805123,0.700890752,0.651312159,0.477273905,0.48988858,0.593133759,0.472976687,0.591623439,0.66458527,0.544987361,0.663046398
Ovis_aries_2,0.338107575,0.39907378,0.386464543,0.339089409,0.462024329,0.3381558,0.334457625,0.33655875,0.333473184,0.418467185,0.386484311,0.417601641,0.340616055,0.341219416,0.41967915,0.336554594,0.46774682,0.453774641,0.389214193,0.456878037,0.338359719,0.33807341,0.338694516,0.385569534,0.416463441,0.340287477,0.417266616,0.416000755,0.332563216,0.384914808,0.336121384,0.34731124,0.461866525,0.462240866,0.41595248,0.334907585,0.347007493,0.333707183,0.461477671,0.463264767,0.419436014,0.455167591,0.385034487,0.334760432,0.462211378,0.333519311,0.406957464,0.338059066,0.335420694,0.443626939,0.338207802,0.464198572,0.33969191,0.406811778,0.46509426,0.337954007,0.342853575,0.41972094,0.348567153,0.418726036,0.470078579,0.333922069,0.466508213,0.456126216,0.341519709,0.338226974,0.46420378,0.345567889,0.416821783,0.338604209,0.335316714,0.341755195,0.468640925,0.415471878,0.415471639,0.415471758,0.33303832,0.334934128,0.411037231,0.338449734,0.390129749,0.334537204,0.453395247,0.385576385,0.416453581,0.406852777,0.419796375,0.333655009,0.415987066,0.336660105,0.338165648,0.336515149,0.467834281,0.414493301,0.39022713,0.385044786,0.399077309,0.336165816,0.338325714,0.33593559,0.386584606,0.334592799,0.384607996,0.467230433,0.406739268,0.341562163,0.340021692,0.417084107,0.334131137,0.457770891,0.457210296,0.406865718,0.337898132,0.461819371,0.460386173,0.335513567,0.35741947,0.389410618,0.335909096,0.417476698,0.462286477,0.418396207,0.464184427,0.406320435,0.33793302,0.333506733,0.38881687,0.332573531,0.340119289,0.334897057,0.334887405,0.335926106,0.342279271,0.386594126,0.342371349,0.444377424,0.335509654,0.33830432,0.416526946,0.087390684,0.384358217,0.319694129,0.339496684,0.332738654,0.416029979,0.338347309,0.385477169,0.460474502,0.388933943,0.406350634,0.349693487,0.416838877,0.339792825,0.334946518,0.486494084,0.462645711,0.332936766,0.338122974,0.334653974,0.3406742,0.348195665,0.34313689,0.341385849,0.348298478,0.332569379,0.346449073,0.341617706,0.333326631,0.486438948,0.384245692,0.46151054,0.338364963,0.453585622,0.343045975,0.487884604,0.454473436,0.33812815,0.347867366,0.416558576,0.335255388,0.415604995,0.46341692,0.385274912,0.462254383
Pan_paniscus_2B,0.880925167,0.639135447,0.664607171,0.88278571,0.514919374,0.881026109,0.874305016,0.878138507,0.872556166,0.602113475,0.664585305,0.603476797,0.885345429,0.88626755,0.600341778,0.878130492,0.503473763,0.532094619,0.659409176,0.52553974,0.881418918,0.880858156,0.882016223,0.666359916,0.605777273,0.884774487,0.604029428,0.606651984,0.871107128,0.667995048,0.877505972,0.895809559,0.515250295,0.514379519,0.606738114,0.8751628,0.89533925,0.87297816,0.515856149,0.512123639,0.600709181,0.52900133,0.667782536,0.874890048,0.514439419,0.872638002,0.623573746,0.880830292,0.876232416,0.553890364,0.881131287,0.510304254,0.883788825,0.623858417,0.508636706,0.880639615,0.888609787,0.600274643,0.898210861,0.601693815,0.499013696,0.873357172,0.505983582,0.52707604,0.886754337,0.881167591,0.510294183,0.893215701,0.605138965,0.881917198,0.87599582,0.88714594,0.501952087,0.607727389,0.607727853,0.607727621,0.871838797,0.87521195,0.61554903,0.881592746,0.65718201,0.87446429,0.532974478,0.666346445,0.605796071,0.623778714,0.600160662,0.872887482,0.606678982,0.878271192,0.881045703,0.878055596,0.503335814,0.60934765,0.656717869,0.667762757,0.639128383,0.877561529,0.881353777,0.877208208,0.664398408,0.874576756,0.668528743,0.504594275,0.623981433,0.886820467,0.88427596,0.604507783,0.8737313,0.523661953,0.525010497,0.623754506,0.88052762,0.515328298,0.518044608,0.876396466,0.914389662,0.658939424,0.877157397,0.60368369,0.514296516,0.602218939,0.510332442,0.624923851,0.880598056,0.872613632,0.660249446,0.871126977,0.884438541,0.875142125,0.875123351,0.877189898,0.887570554,0.664379873,0.887750897,0.552192882,0.876388745,0.881315263,0.605650307,0.235975174,0.669158665,0.848712981,0.883477713,0.871368048,0.606595701,0.881395051,0.666659419,0.51786057,0.659934438,0.624863572,0.900244629,0.605105351,0.883972631,0.875235616,0.469486069,0.513396299,0.8716439,0.880954994,0.874679592,0.885468947,0.89747859,0.889137221,0.886523484,0.897704852,0.871118846,0.894677701,0.886954157,0.872290656,0.469596494,0.66934799,0.515794231,0.881428695,0.532496942,0.889025048,0.467173767,0.530499482,0.880965127,0.896791874,0.605587245,0.875871227,0.60750704,0.51182409,0.667153758,0.514354708
Pan_troglodytes_2B,0.240827335,0.357052133,0.331567067,0.242697905,0.481914099,0.240928783,0.234166907,0.238020384,0.23240709,0.394250113,0.331588969,0.392878746,0.245266146,0.246193424,0.39602739,0.23801233,0.493428932,0.464688896,0.336769373,0.471271983,0.24132385,0.240760106,0.241924314,0.329808112,0.390571697,0.244692959,0.392335281,0.389691998,0.230950716,0.32816439,0.237384986,0.255863791,0.4815816,0.482456484,0.389605489,0.235030195,0.255393177,0.232831344,0.480972663,0.484744745,0.39565845,0.467796703,0.328378572,0.234755481,0.482396223,0.232489525,0.372696253,0.240732076,0.236105863,0.442797807,0.241034456,0.486571636,0.243704798,0.372409935,0.488247022,0.240540418,0.248563701,0.396094875,0.258282672,0.39467262,0.497896496,0.233212361,0.490913449,0.469726152,0.246682724,0.241070936,0.486581678,0.25325792,0.39121386,0.241824908,0.235867954,0.247076509,0.494955975,0.388620252,0.388619786,0.388620019,0.231686017,0.235079568,0.38075788,0.241498398,0.339007702,0.23432704,0.463804428,0.329821602,0.390552816,0.372490079,0.39620927,0.232740373,0.389664853,0.238160386,0.240948471,0.237937063,0.493567606,0.38699229,0.339474774,0.328398447,0.357059007,0.23744089,0.24125805,0.237086008,0.331776705,0.234440123,0.327627675,0.492307667,0.372286336,0.246749113,0.244194331,0.391855107,0.233588772,0.47315595,0.47180389,0.372514451,0.240428019,0.481503421,0.478780895,0.236270501,0.274547239,0.337241679,0.237034927,0.392671174,0.482539782,0.394144036,0.486543078,0.371344069,0.240498719,0.232465037,0.335924748,0.230970661,0.24435785,0.235009412,0.234990508,0.237067601,0.247517803,0.331795329,0.247699108,0.444471151,0.236262711,0.241219225,0.390699412,0.215102224,0.326994708,0.208552938,0.243392268,0.231212919,0.389748593,0.241299866,0.329507053,0.478965858,0.336241395,0.371404618,0.260308699,0.39124763,0.243889427,0.235103357,0.527610014,0.483465824,0.23149022,0.240857329,0.234543598,0.24539025,0.25754438,0.249093923,0.246450648,0.257774157,0.23096249,0.254727877,0.246883539,0.232140126,0.527499051,0.326802739,0.481034998,0.241333713,0.464284703,0.24898119,0.529915975,0.46629157,0.240867504,0.256852176,0.390762687,0.235742748,0.388832166,0.485045711,0.32901025,0.482481384
Panthera_tigris_C1,0.610517499,0.671329606,0.658245488,0.611582651,0.738225326,0.610570473,0.60663728,0.608842607,0.605656724,0.691453347,0.658259168,0.690716792,0.613003751,0.613591438,0.692498274,0.608837845,0.74424086,0.729161175,0.661070868,0.732497621,0.610798638,0.610479542,0.611164387,0.657441497,0.689512101,0.612656325,0.690382087,0.688991459,0.604839157,0.656732247,0.608475475,0.619296627,0.738049453,0.73843489,0.688939551,0.607106454,0.619007838,0.605904086,0.73776704,0.739507905,0.692278782,0.730656447,0.656872087,0.606970034,0.738400466,0.605705519,0.67995551,0.610461905,0.607705115,0.718024625,0.610629533,0.740455643,0.612125364,0.67979087,0.741361567,0.610347306,0.615099017,0.69253851,0.620575094,0.691705029,0.746813681,0.606138623,0.742901686,0.731628457,0.613874656,0.610651326,0.740461605,0.617796224,0.689893322,0.611109166,0.607574963,0.614117606,0.745172876,0.688446963,0.68844669,0.688446826,0.605245073,0.607133841,0.684060582,0.610901908,0.662098688,0.606729981,0.728651252,0.657449524,0.689500435,0.679836195,0.692609885,0.605854605,0.6889757,0.608952084,0.610582011,0.608792879,0.744321276,0.687498415,0.662216193,0.656883939,0.671333663,0.608508734,0.610760786,0.608292676,0.658358995,0.606793024,0.656438415,0.743699747,0.679707075,0.613912135,0.612405685,0.690143253,0.606343457,0.733514101,0.732846178,0.679851039,0.6102854,0.738004014,0.736531555,0.607801413,0.629402457,0.661279229,0.608262287,0.690583715,0.738483498,0.691381158,0.740439129,0.679260432,0.610324221,0.605691184,0.660643592,0.604850832,0.612517045,0.607094593,0.607083628,0.608281852,0.614494998,0.658369283,0.614576856,0.718800547,0.607796974,0.610738214,0.689587292,0.687871122,0.65611251,0.592830801,0.611968974,0.604991081,0.6890261,0.610784562,0.657352976,0.736610984,0.660771775,0.679296993,0.621671877,0.689914574,0.612235942,0.607148431,0.76285241,0.738875838,0.605141872,0.610534426,0.606859915,0.613073889,0.620211265,0.615347721,0.613745317,0.620308417,0.604846075,0.618601912,0.613960266,0.605495619,0.762804157,0.655997598,0.737804811,0.610804569,0.728945521,0.615283531,0.764146359,0.7299347,0.610540402,0.619843442,0.689626176,0.607509846,0.68857038,0.739653775,0.657113282,0.738449402
Papio_anubis_10,0.223883283,0.340558234,0.315234179,0.225779273,0.468216495,0.223987377,0.217201905,0.221108963,0.21547149,0.378840822,0.315256431,0.377391216,0.228413987,0.229368869,0.380755149,0.221100755,0.47966652,0.450217843,0.320486828,0.457068416,0.224384735,0.223814654,0.224993215,0.313477369,0.375029666,0.227829965,0.376785148,0.374126364,0.21396794,0.311827254,0.220450089,0.239450831,0.467865388,0.468857364,0.374037773,0.218027002,0.238968618,0.215900494,0.467259043,0.470879312,0.380351417,0.453427524,0.312044432,0.217793115,0.468793709,0.215555744,0.356318606,0.223786243,0.219125026,0.428374277,0.224092127,0.472787519,0.226841776,0.356020146,0.474507908,0.223593371,0.231861336,0.380823889,0.241890602,0.37934501,0.484190819,0.216281499,0.477139317,0.455468743,0.229866993,0.224129237,0.472797696,0.236728155,0.375687907,0.224891367,0.218881942,0.230323847,0.481190701,0.373047508,0.373047034,0.373047271,0.214738752,0.218080236,0.364739224,0.224562764,0.322650604,0.217361715,0.449340635,0.313491096,0.37501053,0.356104068,0.380938958,0.215807858,0.37409845,0.221222364,0.22400713,0.221024067,0.47980789,0.371166732,0.323193325,0.312064596,0.340565256,0.220507473,0.224317364,0.220135458,0.315423548,0.217476334,0.311286731,0.478553054,0.355865341,0.229934356,0.227333945,0.376324316,0.216667337,0.458947311,0.45759023,0.356128779,0.223478753,0.467783482,0.464996004,0.219293874,0.258418402,0.320957852,0.220083546,0.377178497,0.46894267,0.378730251,0.472758435,0.354943615,0.223550893,0.215530638,0.319684686,0.21398827,0.227534154,0.218005842,0.217986698,0.220116765,0.230781065,0.31544247,0.230965672,0.430079302,0.219285967,0.224280199,0.375159578,0.883189982,0.310610223,0.190766606,0.226531274,0.214251375,0.374184096,0.224360444,0.313145959,0.465170561,0.319975942,0.355007602,0.243951471,0.3757224,0.227033097,0.21810444,0.514357187,0.469754949,0.214538298,0.223913845,0.217582239,0.228541661,0.241126377,0.232374728,0.229629523,0.241370947,0.213979927,0.238231215,0.230121914,0.215197654,0.514242774,0.310411057,0.467322832,0.224394738,0.449803633,0.232265771,0.516803996,0.451848363,0.22392422,0.240419141,0.375224134,0.218755636,0.373277718,0.471189767,0.312638117,0.468882747
